author_id,title,sentence,file_id,anno_level,category,author_age,author_occupation,author_sex,author_submission,author_handwriting,text_date,text_subclass,category_level,age_group
P08043,30년 된 추억 우리집,"1989년도 그 당시 완공된 옛날 한옥 집에 30년 넘게 거주중입니다.
떠날생각은 없지만 아무래도 오래되다보니 이곳저곳 손대기 바쁘네요.
지붕 기와를 비롯해 천장 물새고 이곳저곳에서 하자가 생겨나기마련입니다.
그래도 당시에는 셋방살이에서 벗어나  타지에서 내집을 장만하게되서 기뻣죠.
근데 하필 우리 동네가 주택 재개발 구역으로 지정된지도  근 10여년이 넘어갑니다.
미뤄지고 미뤄져서 오늘날 이르곤 있으나  걱정이 앞서는군요.정도  많이 들었는데요.
얼마 받지도 못한채  쫒겨나야될수도 있습니다.이제는 노후 보낼 새 터전 찾아야되지요.
30년넘게 자영업으로 꾸준히 저축은해왔으나 마음 한 구석이 시리는군요.나이도그렇구요.",WDRW1900108043,원시,비출판물 > 일기,65,자영업자,M,온라인,No,20200000,집,비출판물 > 일기,60~69
P08043,33년 자영업을 마무리하며...,"한창 젊을때 와이프와 함께 것도 타지에서 의욕적으로 시작한 장사지요.이제는 너무 않되네요.
어느덧 세월이 흘러  가게 내주려고 합니다.어차피 월세, 적자날 판국이네요.세월이 무심함  휴우
오래전 기회 왔을때 건물 내명의로 사둘것 후회역시 했습니다만 주택 재개발 구역에 포함됬는지라
다 지난 일,속 후련하게 놔주려고 합니다.참 정도 많이 들고 잘될때는 진짜 그 재미랄까  잊을수없네요.
나이도 환갑을 넘기다보니 재창업도 머뭇거리게 되는군요.이젠 노후생활 편히 보내야될때인것 같네요.
우리 집도 완공 30년을 넘겼고 젊을때 본격적으로  맘 잡고 자영업 시작한지도 33년 시간 이렇게 빠를수가",WDRW1900208043,원시,비출판물 > 일기,65,자영업자,M,온라인,No,20200000,null_노후생활,비출판물 > 일기,60~69
P08043,올겨울 첫눈,"벌써 2월하고도 중반을 넘어섰건만 이제야 창밖으로 눈다운 눈이 펑펑 내리군요.
마당까지 달린 단독 주택이라 눈이 싫죠.올겨울은 포근해서 참 다행이긴하지만요.
수도 동파사고로 개고생했던 수년전 겨울은 생각하기도 싫네요.툭하면 한파특보에
이렇게 올 겨울이 빨리 지나갔으면 좋겠습니다.그러나 겨울산만은 참 아름답기도 해요.",WDRW1900308043,원시,비출판물 > 일기,65,자영업자,M,온라인,No,20200000,눈,비출판물 > 일기,60~69
P08348,아프지 말자,"19/12/말
출근하다가 방향감각이 없어서 다시 집으로 돌아와 가까운 대학병원에 갔고 응급실로 방문하여 바로 검진을 받음 몸상태가 이상하였다
20/01/1~2째주
CT나 피검사 등 바쁘게 검진들을 받음... 생각보다 덤덤, 늦게 발견되어 전이까지 된 상태였으나 통증이 심하지 않은 부위라 전조증상을 느낄 수 없었음. 암 확진 판정을 받았고 급한 상태여서 바로 입원 후 치료를 할 예정이었으나 다른 병원도 추천으로 가보게 되었고 그곳으로 확정
20/01/20쯤
생각보다 빠르게 첫 항암을 시작하게 되었음
보통의 패턴으로는 3~7일까지 가장 힘들고 회복되는 일주일, 컨디션이 좋아지는 일주일로 3주 패턴 반복이라고 하셨고 표적치료가 불가능하다고 말함. 선생님이 자세하게 말씀 안해주는 타입. 굉장히 유명하고 외국에서도 알려진 분이라고 하여 예약도 꽉 차고 스케줄이 빡빡하심 어렵게 잡은 기회이니만큼 믿고 따르기로 함
20/01/말일쯤
3~10일되는 기간까지 구토증상과 새벽만 되면 잠에서 깸
굉장히 지치고 열도 오르락내리락 하였으나 약간의 미열(37.8~9) 또 금방 가라앉아서 응급실까지 가진 않았음
허나 미열(병원기준으론 38도 이상) 오래 유지되거나 컨디션이 나쁘면 지체말고 바로 응급실 통해서 병원으로 오라고 함.
기침이 조금 시작됨
20/02/초
컨디션 많이 회복되었고 밥도 잘 먹게 됨. 군것질을 좀 하였는데(콜라, 빵, 피자) 암세포가 당을 좋아하여 당을 먹고 큰다는 말이 있음.. 걱정되어 줄여야된다고 생각함
뇌로 전이된 암세포가 신경을 눌러서 어둔했던 왼손과 왼다리가 이제는 움직임이 수월할 정도로 괜찮아졌고 두통은 거의 사라진 상태
처음 항암을 위해 방문했을때 해주신 말로는 부어있던 부기가 가라앉아서 두통이 사라질거라고 하셨는데 항암의 효과로 암세포의 크기가 줄어들었기를 간절히 바람
2차 항암이 가장 힘들다고 하고 호중구 수치가 유지되어야 원활하게 잘 치료를 받을 수 있다고 하였음 컨디션 관리가 중요
먹으면 안되는 음식들이 있지만 우선 기력을 회복하는 것이 가장 중요한 사항이니 먹고싶으면 다 먹어도 된다고 함
인터넷에 펜벤다졸, 강아지구충제 이야기가 많이 떠도는 중이라 검색을 이것저것 해보는 중.
곧 2차를 받기 위해서 대기하는 중이며 가는 병원에 항암치료를 받는 진료실?이 굉장히 불편하고 은행같다. 자리가 많이 없음. 세상에 아픈 사람들이 너무 많다",WDRW1900108348,원시,비출판물 > 일기,55,무직,M,온라인,No,20200000,null_응급실,비출판물 > 일기,50~59
P08989,도서관,"요즘 도서관을 다닌다. 도서관을 가면 몇몇 사람들은 공부를하고, 다른 몇몇은 책을 읽고,  또 다른 몇몇은 공부에 지쳐  잠깐 잠을 청하기도 한다. 나는 요즘 열심히 책을 읽고 있다.  오전에 집을 나와 열심히 걷는다. 20분쯤을 걷다보면 도서관이 나오고,  그 곳에서  오후까지 책을 읽다 나온다. 오늘은 자리에 앉아있는 중 누군가가 나에게 말을 걸었다. 근처 대학교 학생인데, 설문조사를 하고 있단다. 보니까 다른 학생들도 설문지를 돌리고 있었다. 밖이었으면 그냥 무시하고  지나갔겠지만 (요즘 신천지들이 기승을 부린다) 건물 안이기도 하고, 학생들이라니 왠지 해주고 싶은 마음이 들었다. 설문지 내용을 보니 내가 다니고 있는 도서관의 만족도에 대한 내용이었다. 몇 장 되지않아 금방 끝마쳤다. 요즘 대학생들은 교실에서만 수업을 듣는 게 아니라, 밖에서도 열심히 배우고 있다는 생각이 들었다. 걸으면서 운동도하고, 책을 읽으면서 지식도 쌓고,  앞으로도 도서관을 꾸준히 다니고 싶다.",WDRW1900208989,원시,비출판물 > 일기,48,전업주부,F,온라인,No,20200000,null_도서관,비출판물 > 일기,40~49
P08989,클로젯,"딸과 함께 영화를 보러 갔다. 하정우와 김남길이 주인공인 클로젯 이라는 공포 영화였다. 초반에는 그럴듯하게 재밌었지만, 뒤로 갈수록 애매하다는 생각이 들었다. 공포영화인지 감동영화인지.. 조금 이해가 안갔다. 분명히 웃긴 장면들도 있었는데, 차라리 그쪽으로 영화를 끌고 갔으면 어땠을까?라는 생각이 들었다. 주인공들은 연기를 잘했지만 어딘가 부족하다는 느낌이 들었다.",WDRW1900308989,원시,비출판물 > 일기,48,전업주부,F,온라인,No,20200000,null_영화 '클로젯',비출판물 > 일기,40~49
P09022,여행지 선정,"우리 가족이 태국으로 여행지를 정하게 되기까지 아주 많은 후보지와 변경이 있었다. 우선 '이 시국에' 일본은 당연히 안되는 것이고,(이미 도쿄와 오사카, 후쿠오카를 다녀왔지만 이전 이야기이니 모르는 척 한다.) 1년에 한번 가기 힘든 여행이니 기왕이면 멀리 비행기타고 가보자 싶으니 국내여행도 좀 그렇고 제주도는 이미 다녀왔고해서, 적당한 물가와 퀄리티가 있는 동남아 국가로 가기로 결정을 하였다. (중국과 러시아는 뭔가 가족끼리 가기에는 안어울렸다. 게다가 예산에 큰 보탬을 하기로한 첫째 딸이 호캉스를 원했다.) 동남아 하면 요즘 뜨는 여행지로 바로 다낭이 떠올랐는데, 우리 가족이 갈 수 있는 1월 초엔 추워서 영 수영할 수 있는 날씨가 아니라고 했다. 비싼 돈 내고 호텔에 갔는데 수영장에 몸은 한번 담그고와야지 해서 기각. 그 다음으로 딸의 친구가 다녀온 보라카이가 후보지였는데, 거의 확정인가 싶더니 공항에서 내려서 한참을 깊게깊게 들어가야 한다고 해서 또 기각되었다. 사이판과 괌은 일본에서 방사능이 섞인 물을 바다로 방류한 것이 해류 상 그쪽 방향의 바다로 갈 것 같아서 또 기각이다. 도대체 어딜가야 이 예산으로 호캉스를 하면서도 적당히 지루하지 않게 놀다올 수 있을까 한참을 고민하다가 태국을 찾아내었다. 방콕과 파타야를 가면 조건에 얼추 맞았다! 방콕에는 왕궁을 비롯하여 사원들과 같은 역사 유적지부터 각종 쇼핑센터, 야시장, 수상버스 체험 등 관광에 어울리는 것들이 모여 있다. 파타야에는 바닷가 라인을 따라서 좋은 뷰는 기본이고 전용 해수욕장, 호텔 내 수영장 등을 갖춘 훌륭한 호텔들이 아주 많았다. 1월의 날씨는 물론 수영에 적절한 딱 놀기 좋다는 건기였다. 낮에는 햇볕에서는 덥지만 그늘에 들어가면 견딜만하고, 아침 저녁으로도 수영하기에 무리인 날씨는 아니라고한다. 그래서 이번 우리가족 여행은 태국! 그중에서도 방콕과 파타야를 가야겠다! 하는 결론이 나왔고, 가족 모두 동의했다. 내 직장이 설전에 바쁜 것과 둘째 딸의 학교 일정에 맞춰서 1월 첫째주에 태국으로 떠나기로 결정해서 다녀왔는데, 이건 아주 훌륭한 선택이었다. 우리가 태국에 다녀와서 3주가 더 지났을때, 우한 폐렴(신종코로나바이러스)에 대한 기사가 뜨기 시작했다. 그중에는 태국에 다녀온 확진자가 나왔다는 것도 있었다!! 그 사람이 우리가족이 갔던 방콕 - 파타야 코스를 일정만 다르게 똑같이 다녀왔던 것을 보고 직장과 학교덕분에 일정을 당긴 것이 하늘이 주신 운이었구나 라고 생각했다. 2월에 가기로 했다면 이 시국에 무슨 여행이냐며 취소를 했어야 했을 것이고, 1월 중순쯤 다녀왔다면 혹시나 확진자와 접촉되지는 않았을까 불안했을 것이다. 우리가족들은 안전하게 다녀올 수 있어서 그나마 다행이라고 생각했다.",WDRW1900109022,원시,비출판물 > 일기,56,직장인/전문직,F,온라인,No,20200000,null_태국 가족여행,비출판물 > 일기,50~59
P09030,봉사활동,"나는 요즘 집 근처의 복지원에서 봉사활동을 하고 있다. 이곳에서는 복지관 내 청소, 식당 업무 보조 등의 봉사를 한다. 처음에는 복지원에서 생활하시는 장애인들을 대하며 봉사를 하는 것이 다른 곳에서 봉사를 하는 것보다 많이 힘들 거라고 생각했다. 장애인들에게는 항상 모든 것에 사람들의 도움이 필요할 것이라고 생각했다. 하지만 봉사를 하면서 생각이 많이 바뀌게 되었다. 그곳에서 생활하시는 모든 분들은 무언가를 만들거나 슈퍼를 운영하는 등 각자의 일을 맡아 하고 있었다. 몸이 불편한데도 자신의 일을 열심히 하는 모습을 보며 그분들의 삶의 자세를 본받아야겠다는 생각이 들었다. 또한 복지원 벽 곳곳에 걸려있는 작품들과 즐겁고 행복해 보이는 사진들을 보며 장애인분들도  나와 다를 것 없는 똑같은 존재라는 것을 깨달았다. 이곳에서의 봉사활동은 내가 장애인들에 대해 갖고 있던 편견들을 없앨 수 있게 해주었다.",WDRW1900109030,원시,비출판물 > 일기,50,직장인/전문직,M,온라인,No,20200000,null_봉사활동,비출판물 > 일기,50~59
P09030,코로나,"요즘 코로나 바이러스가 기승이다. 처음에는 중국에서만 유행하는걸로 생각하고, 해외여행만 가지 않으면 괜찮겠다 생각했지만 지금은 우리나라 전국에도 퍼지고 있는 중이다.  마스크를 잘 착용하고, 손 소독제도 수시로 사용해야겠다는 생각이 들었다.  실제로 밖을 돌아다니면 평소 득실득실하던 사람들도 없고, 다들 마스크를 쓰고 있다. 요즘은 마스크 값이 많이 올라서 구하기도 힘들다고 한다. 빨리 잠잠해졌으면 좋겠다는 생각 뿐이다.",WDRW1900309030,원시,비출판물 > 일기,50,직장인/전문직,M,온라인,No,20200000,null_코로나바이러스,비출판물 > 일기,50~59
P09300,영어공부,"요즘 영어공부를 시작하였다. 우리 아들이 영어 인터넷 강의를 끊어줘서 공부하기 수월하다. 아직은 영어를 잘 모르지만 인터넷 강의 선생님께서 쉽게 생활용어를 알려준다. 이렇게 인터넷 강의를 듣다보면 해외여행가서 아들, 딸 도움없이 내가 말할 수 있는 날이 오지않을까 생각해보았다. 하지만 맨날 강의를 듣는거에 비해 알고 있는게 적은 거 같다. 나이가 들 수 록 기억력도 감퇴된다고 하더니. 솔직히 어제 공부한 문장이 오늘은 기억이 안나는 걸 보며 이럴 때 내가 나이가 들었다는 게 실감난다. 그래도 매일 공부하다보면 내 나이 때의 아줌마들보다 영어를 잘하지 않을 까라는 기대를 하며 오늘하루를 마무리한다.",WDRW1900209300,원시,비출판물 > 일기,52,전업주부,F,온라인,No,20200000,null_영어,비출판물 > 일기,50~59
P09537,헤드폰,"딸이 헤드폰을 샀다. 아주 함박미소를 짓는 게 보기 좋다. 제 용돈을 모아 비싼 건 아니고 저렴한 걸로 산 것 같은데 그런 거에 웃다니.. 미안하다. 딸은 한쪽 귀가 안들린다. 정확히 말하자면 오른쪽 귀가 안들린다고 한다. 한쪽 귀로만 듣는 게 어떤 느낌일지는 모르겠지만 짠해 보일 때가 많다. 그렇게 태어나게 해서 미안하고 그럼에도 괜찮다고 해서 또 미안하다. 딸은 5살 때 수술 후에 병원에서 내가 탬버린을 쥐여준걸 기억한단다. 귀여운 것. 고 애기가 어느새 이렇게 잘 컸다니. 하튼 젠하이저 제품을 샀단다. 어떻게 하는 줄 몰라 날 부르며 이거 어떻게 하냐고 묻는 모습에 헤드폰을 쥐고 사용법을 읽어봤다. 이렇게 하는 것 같다며 얘기하니 도로 가져가 어찌어찌 만지더니 지 핸드폰에 연결해 어느새 노래를 듣고 있다. 나도 들어보라며 헤드폰을 주는데 나는 ""뭐 잘 들리니 좋네~"" 라고 얘기했다. 지 엄마한테도 엄마 들어보라며 주더니 어떠냐며 초롱초롱한 눈길을 보낸다. 아내도 뭐 어떻다고 얘기하니 지가 도로 가져가 다시 들어보더니 뭐가 이상한지 인상을 찌푸린다. 그거 내려놓고 운동이나 가자며 보채니 ""이따 다시 들어볼래"" 하고 외치고 후다닥 옷을 갈아입고 온다. 약간 목소리가 둥둥 뜨는 것 같다나 뭐라나 나는 잘 모르겠지만 자기가 그렇게 느낀다니 그런 거겠지. 여하튼 운동 갔다 와서 지 방에 틀어박혀 헤드폰을 끼고 본격적으로 노래 감상을 시작했다. 아까는 지가 좋아하는 나는 모르는 밴드 음악을 틀더니 그런 음악을 듣겠지. 너무 오래 듣지는 말아라 얘기하고 방으로 들어와 나는 티비를 보고 있는데 좀 있다 나오더니 이젠 괜찮다며 히히 웃어 보인다. 딸이 공부하느라 이어폰을 많이 끼는데 이어폰을 오래 끼면 귀가 그렇게 아프단다. 걱정되는 맘에 집에서 인강을 들으라고 얘기한 적이 있는데, 밖에서 인강 들을 때 헤드폰을 끼겠다고 헤드폰을 주문했단다. 그걸 들으니 맘이 얼마나 아프던지. 미안하고 또 미안했다. 그렇게 낳아줘서 너무 미안하고, 해준 것도 없어서 미안하다. 사랑하는 내 딸의 귀기 더 이상 아프지 않았으면 좋겠고, 좋은 것만 듣고 살았으면 좋겠다.",WDRW1900109537,원시,비출판물 > 일기,56,전업주부,M,온라인,No,20190000,null_헤드폰,비출판물 > 일기,50~59
P09733,운동,"맨 처음에 운동 일지를 과제로 내주셨을 때, 일지라는 것을 써 본 적이 없어서 당황스러웠습니다. 또한 운동을 꾸준히 해 본 것은 초등학교 시절 억지로 수영강습을 받을 때가 처음이이자 마지막이었습니다. 우선 제 몸을 파악하기 위해 강사님께서 말씀하신 bmi 검사를 보건소에 가서 해보았습니다. 예상했던 대로 몸에 근육이 별로 없고, 지방이 과다했습니다. 특히 체지방률이 예상보다 많이 높아서 이걸 줄이는 것을 목표로 삼았습니다. 운동을 고를 때는 생활 중에 크게 무리가 가지 않게 고민해봤습니다. 그리고 다른  장소에 직접 찾아가서 시간을 들이기가 힘들어 최대한 집에서도 간단히 할 수 있는 운동을 찾았습니다. 그 겨로가 간단한 스트레칭과 필라테스를 섞어가면서 홈 트레이닝을 하기로 결심했고, 생활 속에서  여유있을 때 엘리베이터보다 계단을 이용하고 쉬는 시간마다 스트레칭으로 몸을 자주 풀어주려고 노력했습니다. 그리고 혼자 운동하면 너무 흥미가 사라지고  지칠까봐 평소 관심 있었던 방송 댄스를 배워보게 되었습니다. 댄스학원 친구가 다니는 곳에서 특별히 금요일마다 참가하게 되었고, 덕분에 재미있게 몸을 움직일 수 있게 되었습니다. 운동을 선택한 다음에는 인터넷 검색을 통해 여러 동작들을 알게 되었습니다. 동작은 무산소에서 유산소로 가는 것으로 하려고 맞춰보았고, 쉬운동작에서 어려운 동작으로 구성했습니다.  후반부로 갈수록 bmi 결과는 매우 조금이기는 했지만, 한 달 전에 비해서는 분명히 변화가 생겼습니다. 처음 목표는 체지방률 2%만 줄이는 것이었지만, 그것에 못 미치는 1.5%를 줄이는데 성공했습니다. 비록 체중은 크게 벗어나지 않았지만, 골격근량도 올라가서 몸이 건강해진 것 같아서 매우 뿌듯했습니다. 그리고 춤을 추면서 사람들과 더 친해지고 조금이라도 유연성을 기른 것 같아서 기쁘기도 했습니다. 요즘에는 다양한 운동법이 많지만,  어떤 운동이든지 간에 각자에게 맞는 운동을 조금씩이라도 실천하는 것이 가장 올바르고 괜찮은 방법인 것 같습니다. 혹시 저와 같이 건강한 몸을 만들고 싶다면 자신에게 맞는 운동법을 찾아보세요.",WDRW1900109733,원시,비출판물 > 일기,46,전업주부,F,온라인,No,20200000,null_운동,비출판물 > 일기,40~49
P09757,곰,우리집 강아지에 대해서 이야기 해볼려고 한다.  우리집 2019년 10월달에 태어나고 우리집에는 11월 에 왔다. 이 아이를 처음 봤을 때는 너무나도 귀여웠다. 나는 원래 동물을 좋아하고 평소 동물들에 대해서 많은 생각을 가지고 있었다. 나는 항상 부모님에게 강아지를 데려오기만 한다면 모든 뒤치닥거리를 내가 한다고 했고 나는 강아지의 옷이나 간식등 필요한 것을 모두 내가 사려고 했다. 아무튼 그렇게 우리집 강아지가 처음 우리집에 입성해서 가장 처음에 한것은 샤워다. 밖에서 데려왔기 때문에 똥이나 오물들이 묻어있었기 때문이다. 아주 작고 겁에 질려 떨고 있던 강아지를 내 손이 익숙하게끔 냄새를 맡게 해주고 눈을 맞췄다. 충분히 내 냄새를 익숙하게 한 다음에는 이제 곧장 샤워에 돌입했다. 긴장했는지 아주 덜덜떨고 있었다. 이 모습 마저 너무 사랑스럽고 귀여웠다. 다 씻기도 나서 거실에 내보내니 아직 낯설어서 그런지 내려둔 장소에 가만히 있었다. 10분쯤 지나니까 약간은 이 공간이 익숙해졌는지 움직이기 시작하고 냄새를 맡기 시작했다.  그런 모습도 너무나도 사랑스럽고 우리집에 이런 귀여운 아이가 있다는 것이 믿기지가 않았다. 물기를 털어내고 드라이기로 말리려고 하니 도망가는 모습이 여느 강아지들과 다르지 않아 이게 현실이라는 생각이 들었다. 아무튼 나는 앉아서 이곳저곳 돌아다니고 냄새맡는 모습을 보니까 너무 귀여웠고 당장 주변사람들에게 내 새끼가 이렇게 귀엽다고 알리고 싶었다. 지금은 벌써 중형견이 되어서 크기가 상당히 커지고 애기티는 벗었지만 옛날 어렸을 때 모습은 그대로 있고 어렸을 때 습관들이 있는 것을 보니 너무 귀엽고 사랑스럽다. 우리 곰이 자랑을 하자면 진짜 며칠을 밤을 새도 끝나지 않을 것이다. 물론 힘들고 귀찮을 때도 있지만 그럴때마다 항상 하나의 생명을 키우는 일인 만큼 더욱 책임감을 가지려고 한다. 이렇게 생각하고 나면 내가 잠시라도 애기에게 뭐라고 한 것이 후회되고 미안해서 가끔은 눈물이 난 적도 있었다. 앞으로도 우리 곰이 건강했으면 좋겠다.,WDRW1900109757,원시,비출판물 > 일기,50,자영업자,F,온라인,No,20200000,null_우리 집 강아지,비출판물 > 일기,50~59
P09911,교육받은날,광화문에서 은퇴자에게 기회를 주는 IT서포터즈 교육을 받았다 요즘 트랜드인 인공지능 코딩이다 재미있었다 기술발전이 일상생활에 스며들면서 학생들도 이제 피해갈수 없는 기술의 개념을 배워야 한다 기회이다 내가 활동할수 있는 기회다,WDRW1900709911,원시,비출판물 > 일기,59,직장인/전문직,F,온라인,No,20200000,null_IT 서포터즈 교육,비출판물 > 일기,50~59
P09911,퇴근길,2월3째주 월요일 드뎌 퇴근하다 내일은 여유롭게 광화문 출근이다 늦잠잘수 있는 기대감으로 퇴근길이 여유롭게 느껴진다  조금 있음 이 회사도 끝인데 히루하루가 계속 다닐거만 깉은 지루함으로 다닌다,WDRW1900409911,원시,비출판물 > 일기,59,직장인/전문직,F,온라인,No,20200000,null_퇴근길,비출판물 > 일기,50~59
P09911,한주시작,월요일 한주 시작되는 날이다 금주일정은 화요일 교육 목요일 아들 좋업식 토요일 친구아들결혼식 이 있는 한주다 코로나로 졸업식 행사는 취소되었으나 섭섭함은 들하다 겸사겸사 가족식사 장소 예약해야겠다,WDRW1900209911,원시,비출판물 > 일기,59,직장인/전문직,F,온라인,No,20200000,null_금주 일정,비출판물 > 일기,50~59
P09916,소확행,"스타벅스 압구정 R서
리저브 콜드브루몰트를
마시며
온전하게 내려놓고
마음을 비우며
혼자서 여유를 부리는 이 시간이 너무 행복해요
이것이 감사이고 진정한 평안함이고 주님께서 주신 축복이라는 것을
고백합니다
주님 지켜주셔서 감사합니다
오직 주님만 바라보겠습니다
더욱 담대하게 나아가겠습니다
주님 사랑해요
주님께서 저를 너무 사랑하신다는 사실 저는 느끼고있죠
불안하고 두려운 순간도 있지만
주님께 의지하며 살아내겠습니다
항상 기뻐하라 범사에 감사하라 쉬지말고 기도하라는 말씀에 늘
힘을 내곤합니다
저는 작은 거에 크게 기뻐하고 좋아라해요
어제는 어떤일이 있었냐면요 삼성전자 갤럭시Z프립이 내손안에♡
핸폰을 바꾸고 말았죠 신나요
블링블링 퍼플빛깔이 접혀서 주머니에 쏙♡이 역시 주님께서주신 축복이고 감사입니다
수요일엔 사우나를 갔다와서
카페서 시원하고 달콤한 커피음료를 마시며 여유를부리다가 금식기도에 들어갑니다 목요일 새벽 눈을 뜨는 금식에 성공해서 넘 기쁜마음입니다
몸과 마음이 상쾌하고 가벼워짐을 느껴요 저는 불안하거다 두려움이 몰려오면 명상을 하고 잠시 요가를해요 어렸을 때 부터 발레를해서 심하게 저체중이지만 감기 한번 안걸리는 체력주신 주님의 사랑에 감사합니다
주말엔 양재 하나로마트로 장을보러가죠 그시간 진짜 평화로워요 제가 좋아하는 카페가 양재 하나로마트에있거든요  그곳은 바로 소복소복 눈꽃디저트카페랍니다 커피맛집이예요 스타벅스랑 커피빈이랑은 조금 다른  뭔가 더 깊은 맛이 있죠 제가 젤 좋아하는 최애커피메뉴는 바로 소복카페 눈꽃소복라떼랍니다 눈꽃우유얼음에 연유넣은 샷을 넣어주시는데 넘 맛나요 오늘도 소복라떼 먹으러가고싶었는데 꾹 참고 커피빈 헤이즐넛블랜디드로 대신했어요 휘핑 많이 올려주셔서 살짝 허기졌는데 ㅎㅎㅈ냠냠 휘핑크림 사랑이예요♡내일이 벌써 주말이네요 주말엔 스타벅스 별쿠폰으로 블론드 커피가있는 서울세관사거리점에서 아이스 블론드 카라멜 클라우드 마끼야또를 마실거예요 생각만으로도 행복해집니다 삶은 이렇듯 작은 거에
큰 기쁨이 있는 것이죠
하루하루 호흡하며 주신 축복 누리며
살아내려해요 주님 지켜주세요 주님 최고♡",WDRW1900109916,원시,비출판물 > 일기,65,직장인/전문직,F,온라인,No,20200000,있다,비출판물 > 일기,60~69
P09947,10월23일 4박6일 호주여행,"출발전에는 여행만 하고
물건 사지 않겠다고 했지만
프로폴리스는 몸속의 염증 치료 폴리코사놀은
혈관 건강에 좋타고 해서
아무리돈이 없어도 살면서 고통없이 살려면  이건 대출을 내서라도 먹어야 되겠다 싶어 망설이지 않고 계약을했다
평소 손발이 시리고 저리고 뻣뻣하며 쥐가나면 통증이 심하고 남 아프다
사놓고 속은건 아닌지
후회도 했는데
꾸준히 1개월 정도 먹으니
효과 있었다 요즘은 종아리가 저리지도 쥐도 나지않고 통증이 거의 사라졌다
더 욕심을 내자면 무릅 관절염도 효과 봤으면 좋겠다~~ㅎ
관절염 3기초라는데 무릅 통증만 없으면 괜찷을거같다
매일 스커트 운동으로
관리중~~
건강해야 삶의질도
높은것
약값이 좀 비싸지만 아깝다는 생각이 들지 않고
잘삿다 슆다
날마다 열심히 빠트
리지 않고 꼭꼭 잘 챙겨 먹어야지~~^^
형편이 된다면 가족이 다같이  먹으면 좋겠다
애들꺼까지 사고 싶었는데 아쉽다~~~~
2019년12월 7일씀",WDRW1900109947,원시,비출판물 > 일기,61,전업주부,F,온라인,No,20190000,null_약,비출판물 > 일기,60~69
P09947,행복해 지려면 영혼 정화,"긍정적인 생각을 하니
몸도 맘도 편안해진다
뒷목의 뻐근함도 두통도 없다
아프지 않아서 참 좋다
부정적인 생각은 내몸과 맘을 병들게 한다
시기와 질투만 없어도
행복해진다
지나친 시기와 질투는
몸과 맘을 병들게한다
모든게 탐욕 때문이다
만족하면 행복해진다
비우고 비워서
현실에 만족하고 감사하며 많이 깔깔 웃으며
좀 모자란듯 살아야지ㅎㅎ
며칠전 오랫만에 가족들과 강원도 갔다가 사진 찍은게 있어서 보며
사진이 못나왔다고
나는 불평을했다
맏딸이 그랬다
영혼을 정화 하라고 맞는 말이라서 그말에
우린 깔깔 한바탕 웃었다ㅎ
사진 안나온다고
불평 말고 비우라는  말이었다
영혼이 맑으면 사위 손자 작은딸 처럼
밝고 맑게  예쁘게 잘 나온다고 맏딸은 말했다
딸아 난 이제부터
네 말대로 영혼 정화해서
맑고 곱게 나이들며
멋진엄마
할머니가 되도록 노력할께♡♡♡
2019년 12월18일
KTX 부산행 열차안에서",WDRW1900409947,원시,비출판물 > 일기,61,전업주부,F,온라인,No,20190000,null_생각,비출판물 > 일기,60~69
P09956,어머니간장게장,"외사촌 <name1>이가 부산 오자마자간장게장을 먹고싶다고 하네
2박3일 여행 마지막날  점심으로
중앙동 사무실 인근이라 점심시간을 피해  늦은 점심으로 1시30분
이모랑 외사촌  나 셋은 게딱지 한개씩에  밥 비며먹으머  연신 맛있다는 감탄을
이모는 큰 오라버님께 드릴것과 집에 가져갈 것을 포장해서  무거움도 가뿐하게 들고 나섰다
허리가 한창 굽어 있는 간장게장어머니
자꾸 맘이 쓰인다.
저 허리가 얼마나 아플까?
오후 3부터 5시  까지 휴식시간으로 식당 안 방에서  잠시누워 허리를 펴신다고하시는데도 자꾸만 뒤가 돌아보인다
고맙기도하고 안타깝기도하다",WDRW1900509956,원시,비출판물 > 일기,65,무직,F,온라인,No,20190000,null_간장게장,비출판물 > 일기,60~69
P09956,통영바다마을 생선구이집 ,"한끼 식사가격이 1만원이하이면 일단은  식사를 준비해 주시는 분께  감사가 앞선다
통여사는 친구롲부터 소개받은  바다마을 생선구이집
통영가면 꼭 가는 필수 단골집
이모와 여행중에 도 당연히 점심은 생선구이 로 결정
주방및홀 관리 전체를 다 맡아하시는 주인이기도한 79세 어르신
이모보단  1살 위라   이모하고 금밤 ㅈ딘구가 되었다
깔끔하고 맛깔난 밑반찬에 서너가지 제철생선으로  구운구이는 주인님의 맑고고운 자태 만큼  곱고도 따뜻한 밥상
맛난게 잘 먹는것이 감사로 표현하는거라   생선 뼈 요리조리 잘도 골라먹었다
고맙습니다
감사합니다
행복한 밥상이었습니다",WDRW1900409956,원시,비출판물 > 일기,65,무직,F,온라인,No,20190000,null_통영 생선구이 집,비출판물 > 일기,60~69
